diameter_in,Model 2,Model 3,Model 4,dF_2to3_pct,dF_3to4_pct,dF_2to4_pct
1.0,675.6993124143196,1524.2367347091572,1534.658510040303,125.57914544310482,0.6837373154593673,127.12151423639368
1.25,1113.983288168576,2494.035106594686,2515.379806851128,123.8844274490831,0.85582998410898,125.80049750894307
1.5,1676.3084558531928,3758.563331874812,3797.9547753801794,124.21668987894066,1.0480452243894651,126.56658218950103
1.75,2366.573031069841,5345.74170813131,5413.254461262597,125.88534720666094,1.2629258355037045,128.7381116151511
2.0,3186.190327514676,7280.088246573796,7389.441255455867,128.4888063247773,1.5020835624284528,131.92089912657076
2.5,5205.589438177284,,,,,
3.0,7688.533478741385,,,,,
3.25,9075.201984682766,,,,,
