Cd_impact,Dmax_m,Re_impact,V_impact_mps,aero_evidence_status,dV_1to2_pct,dV_1to3_pct,dV_2to3_pct,diameter_in,impact_time_s,impact_x_mps,impact_z_mps,incidence_angle_deg,mass_kg,model,psi_impact,release_height_m,roof_pitch_deg,status,wind_mps
0.0,0.0254,243521.34364015266,140.04749194469687,not_applicable,-86.09620569724274,-72.44909538626769,98.1538565215159,1.0,14.280869812290337,0.0,-140.04749194469687,nan,0.0067783948503802585,Model 1,nan,1000.0,nan,supported,0.0
0.5648937706741475,0.0254,33858.706703037475,19.471915206161196,supported,-86.09620569724274,-72.44909538626769,98.1538565215159,1.0,52.732802578503,0.0,-19.471915206161196,nan,0.0067783948503802585,Model 2,0.9205792804799058,1000.0,nan,supported,0.0
0.5648935748053542,0.0254,33890.24423521618,38.58435091960789,supported,-86.09620569724274,-72.44909538626769,98.1538565215159,1.0,51.90322920486387,33.29999999970427,-19.490052229461625,nan,0.0067783948503802585,Model 3,0.9205792804799058,1000.0,nan,sensitivity,33.3
0.0,0.03175,304401.6795501908,140.04749194469687,not_applicable,-84.66989007516167,-71.69943900733993,84.60768468989667,1.25,14.280869812290337,0.0,-140.04749194469687,nan,0.013239052442148944,Model 1,nan,1000.0,nan,supported,0.0
0.5808352013375736,0.03175,46665.112088098336,21.469434462101116,supported,-84.66989007516167,-71.69943900733993,84.60768468989667,1.25,48.095348604236996,0.0,-21.469434462101116,nan,0.013239052442148944,Model 2,0.8952624927693241,1000.0,nan,supported,0.0
0.5808352016610486,0.03175,46717.99237239589,39.63422587649964,supported,-84.66989007516167,-71.69943900733993,84.60768468989667,1.25,47.388874507470995,33.299999974898874,-21.49376333965573,nan,0.013239052442148944,Model 3,0.8952624927693241,1000.0,nan,sensitivity,33.3
0.0,0.038099999999999995,365282.01546022895,140.04749194469687,not_applicable,-83.4577749023062,-71.02164772843972,75.17807973487346,1.5,14.280869812290337,0.0,-140.04749194469687,nan,0.022877082620033365,Model 1,nan,1000.0,nan,supported,0.0
0.5986002038958024,0.038099999999999995,60425.773238823735,23.166971361166347,supported,-83.4577749023062,-71.02164772843972,75.17807973487346,1.5,44.80229671177195,0.0,-23.166971361166347,nan,0.022877082620033365,Model 2,0.8686932722662523,1000.0,nan,supported,0.0
0.5986002045611778,0.038099999999999995,60505.56271759458,40.58345556321928,supported,-83.4577749023062,-71.02164772843972,75.17807973487346,1.5,44.18316984751004,33.299999537869134,-23.1975622906742,nan,0.022877082620033365,Model 3,0.8686932722662523,1000.0,nan,sensitivity,33.3
0.0,0.044449999999999996,426162.3513702671,140.04749194469687,not_applicable,-82.41909759255068,-70.41304558683467,68.29030573896398,1.75,14.280869812290337,0.0,-140.04749194469687,nan,0.036327959901256694,Model 1,nan,1000.0,nan,supported,0.0
