Cd_impact,Dmax_m,Re_impact,V_impact_mps,aero_evidence_status,dV_1to2_pct,dV_1to3_pct,dV_2to3_pct,diameter_in,impact_time_s,impact_x_mps,impact_z_mps,incidence_angle_deg,mass_kg,model,psi_impact,release_height_m,roof_pitch_deg,status,wind_mps
0.618285663092325,0.044449999999999996,74923.1870916979,24.621612882877596,supported,-82.41909759255068,-70.41304558683467,68.29030573896398,1.75,42.354928932759876,0.0,-24.621612882877596,nan,0.036327959901256694,Model 2,0.8410351891391397,1000.0,nan,supported,0.0
0.6182856631069042,0.044449999999999996,75035.00872177431,41.43578759845885,supported,-82.41909759255068,-70.41304558683467,68.29030573896398,1.75,41.80061453151031,33.29999646136896,-24.65836023699489,nan,0.036327959901256694,Model 3,0.8410351891391397,1000.0,nan,sensitivity,33.3
0.0,0.0508,487042.6872803053,140.04749194469687,not_applicable,-81.52784646031076,-69.87156599450083,63.10190330956954,2.0,14.280869812290337,0.0,-140.04749194469687,nan,0.05422715880304207,Model 1,nan,1000.0,nan,supported,0.0
0.6400713522677959,0.0508,89967.27299824652,25.86978774050833,supported,-81.52784646031076,-69.87156599450083,63.10190330956954,2.0,40.48356801565663,0.0,-25.86978774050833,nan,0.05422715880304207,Model 2,0.8124094261626313,1000.0,nan,supported,0.0
0.6400713522678525,0.0508,90115.60003773241,42.19411618691477,supported,-81.52784646031076,-69.87156599450083,63.10190330956954,2.0,39.97874234899016,33.299984418484534,-25.912438683449892,nan,0.05422715880304207,Model 3,0.8124094261626313,1000.0,nan,sensitivity,33.3
0.0,0.0635,608803.3591003816,140.04749194469687,not_applicable,-80.122100182745,-68.98362545436272,56.03446456005135,2.5,14.280869812290337,0.0,-140.04749194469687,nan,0.10591241953719155,Model 1,nan,1000.0,nan,supported,0.0
0.6909274822295183,0.0635,121017.32180605705,27.838500145345108,extrapolative,-80.122100182745,-68.98362545436272,56.03446456005135,2.5,37.8890887165174,0.0,-27.838500145345108,nan,0.10591241953719155,Model 2,0.7526115451682988,1000.0,nan,supported,0.0
0.6909274822295183,0.0635,121248.60349412571,43.437654643338355,extrapolative,-80.122100182745,-68.98362545436272,56.03446456005135,2.5,37.452751086276436,33.29989058827996,-27.89170356436691,nan,0.10591241953719155,Model 3,0.7526115451682988,1000.0,nan,sensitivity,33.3
0.0,0.07619999999999999,730564.0309204579,140.04749194469687,not_applicable,-79.15246421875575,-68.3485311125126,51.823549889109856,3.0,14.280869812290337,0.0,-140.04749194469687,nan,0.18301666096026692,Model 1,nan,1000.0,nan,supported,0.0
0.7537811150533387,0.07619999999999999,152304.5977510428,29.19645099390585,extrapolative,-79.15246421875575,-68.3485311125126,51.823549889109856,3.0,36.31434932716197,0.0,-29.19645099390585,nan,0.18301666096026692,Model 2,0.6898554363002369,1000.0,nan,supported,0.0
0.7537811150533387,0.07619999999999999,152625.01099263882,44.32708834058216,extrapolative,-79.15246421875575,-68.3485311125126,51.823549889109856,3.0,35.919496516725445,33.299663652156745,-29.257873494275103,nan,0.18301666096026692,Model 3,0.6898554363002369,1000.0,nan,sensitivity,33.3
0.0,0.08255,791444.3668304961,140.04749194469687,not_applicable,-78.81627296006354,-68.12426084083303,50.472761941623844,3.25,14.280869812290337,0.0,-140.04749194469687,nan,0.23268958572320983,Model 1,nan,1000.0,nan,supported,0.0
0.7908826915337517,0.08255,167657.41434232562,29.667278419841573,extrapolative,-78.81627296006354,-68.12426084083303,50.472761941623844,3.25,35.804065426495185,0.0,-29.667278419841573,nan,0.23268958572320983,Model 2,0.6574932105184509,1000.0,nan,supported,0.0
0.7908826915337517,0.08255,168021.69443314287,44.64117323124695,extrapolative,-78.81627296006354,-68.12426084083303,50.472761941623844,3.25,35.422639839699265,33.29952068025842,-29.731738427600256,nan,0.23268958572320983,Model 3,0.6574932105184509,1000.0,nan,sensitivity,33.3
